,park_name,zone,dong,latitude,longitude,parking_name,addr,tel,operation_rule_nm,lng,lat,opeation_rule_nm,park_coord,parking_lot_coord
16,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 18-02(구),성동구 성수동1가 656-421,02-2204-7970,시간제 + 거주자 주차장,127.04569995,37.54348845,,"(37.5430717, 127.0417982)","(37.54348845, 127.04569995)"
17,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 15-03(구),성동구 성수동1가 656-421,02-2204-7970,시간제 + 거주자 주차장,127.04581797,37.543433164,,"(37.5430717, 127.0417982)","(37.543433164, 127.04581797)"
18,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 16-09(구),성동구 성수동1가 13-298,02-2204-7970,시간제 + 거주자 주차장,127.04986810684204,37.55067635650013,,"(37.5430717, 127.0417982)","(37.55067635650013, 127.04986810684204)"
19,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 15-25(구),성동구 성수동1가 656-421,02-2204-7970,시간제 + 거주자 주차장,127.04636,37.54246,,"(37.5430717, 127.0417982)","(37.54246, 127.04636)"
20,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 16-36(구),성동구 성수동1가 676-1,02-2204-7970,시간제 + 거주자 주차장,127.04092257143668,37.54860087616563,,"(37.5430717, 127.0417982)","(37.54860087616563, 127.04092257143668)"
21,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 15-23(구),성동구 성수동1가 656-243,02-2204-7970,시간제 + 거주자 주차장,127.0471812,37.54003875,,"(37.5430717, 127.0417982)","(37.54003875, 127.0471812)"
22,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 16-10(구),성동구 성수동1가 13-219,02-2204-7970,시간제 + 거주자 주차장,127.05005586147308,37.55008944171688,,"(37.5430717, 127.0417982)","(37.55008944171688, 127.05005586147308)"
23,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 15-27(구),성동구 성수동1가 22-27,02-2204-7970,시간제 + 거주자 주차장,127.04825878,37.543981851,,"(37.5430717, 127.0417982)","(37.543981851, 127.04825878)"
24,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 16-36(구),성동구 성수동1가 676-1,02-2204-7970,시간제 + 거주자 주차장,127.04092257143668,37.54860087616563,,"(37.5430717, 127.0417982)","(37.54860087616563, 127.04092257143668)"
25,서울숲,성동구,성수동1가,37.5430717,127.0417982,성수1가1동(건물) 공영주차장(구),성동구 성수동1가 656-260,02-2204-7970,시간제 주차장,127.04638485,37.53996228,,"(37.5430717, 127.0417982)","(37.53996228, 127.04638485)"
26,서울숲,성동구,성수동1가,37.5430717,127.0417982,강변(건물) 공영주차장(구),성동구 성수동1가 366-1,02-2204-7970,시간제 주차장,127.04904251,37.53696583,,"(37.5430717, 127.0417982)","(37.53696583, 127.04904251)"
27,서울숲,성동구,성수동1가,37.5430717,127.0417982,뚝섬유수지(평면) 공영주차장(구),성동구 성수동1가 685-63,02-2204-7970,시간제 주차장,127.041794,37.54982,,"(37.5430717, 127.0417982)","(37.54982, 127.041794)"
28,서울숲,성동구,성수동1가,37.5430717,127.0417982,공유) 15-21(구),성동구 성수동1가 463-0 ,02-2204-7970,시간제 + 거주자 주차장,127.04664,37.53724,,"(37.5430717, 127.0417982)","(37.53724, 127.04664)"
29,광화문시민열린마당,종로구,세종로,37.5750449,126.9780227,열린마당(구),종로구 세종로 111-0 옆,-,시간제 주차장,126.9787049,37.57536163,,"(37.5750449, 126.9780227)","(37.57536163, 126.9787049)"
30,광화문시민열린마당,종로구,세종로,37.5750449,126.9780227,세종로 공영주차장(시),종로구 세종로 80-1,02-2290-6566,시간제 주차장,126.97588429,37.57340269,,"(37.5750449, 126.9780227)","(37.57340269, 126.97588429)"
31,중마루공원,영등포구,영등포동2가,37.519832,126.9112668,중마루공원앞 노상주차장(구),영등포구 영등포동2가 222-0,02-2650-1436,시간제 주차장,126.91104937,37.51968375,,"(37.519832, 126.9112668)","(37.51968375, 126.91104937)"
32,중마루공원,영등포구,영등포동2가,37.519832,126.9112668,영등포동제1공영(전통시장)(구),영등포구 영등포동2가 230-0,02-2671-1787,시간제 주차장,126.91009196,37.52091713,,"(37.519832, 126.9112668)","(37.52091713, 126.91009196)"
33,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,응봉역공영주차장(구),성동구 응봉동 3-11,-,시간제 주차장,127.03448112,37.55039155,,"(37.5572281, 127.0217653)","(37.55039155, 127.03448112)"
34,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,공유) 08-07(구),성동구 응봉동 193-115,02-2204-7970,시간제 + 거주자 주차장,127.03304529,37.54941746,,"(37.5572281, 127.0217653)","(37.54941746, 127.03304529)"
35,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,공유) 08-02(구),성동구 응봉동 265-317,02-2204-7970,시간제 + 거주자 주차장,127.02893614,37.55243282,,"(37.5572281, 127.0217653)","(37.55243282, 127.02893614)"
36,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,공유) 08-01(구),성동구 응봉동 265-314,02-2204-7970,시간제 + 거주자 주차장,127.02788,37.55347,,"(37.5572281, 127.0217653)","(37.55347, 127.02788)"
37,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,공유) 08-10(구),성동구 응봉동 228-55,02-2204-7970,시간제 + 거주자 주차장,127.03634977,37.552028794,,"(37.5572281, 127.0217653)","(37.552028794, 127.03634977)"
38,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,공유) 08-12(구),성동구 응봉동 265-110,02-2204-7970,시간제 + 거주자 주차장,127.02722,37.55455,,"(37.5572281, 127.0217653)","(37.55455, 127.02722)"
39,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,응봉동(평면) 공영주차장(구),성동구 응봉동 210-3,02-2204-7970,시간제 주차장,127.033572,37.549237,,"(37.5572281, 127.0217653)","(37.549237, 127.033572)"
40,응봉체육공원,성동구,응봉동,37.5572281,127.0217653,공유) 08-03(구),성동구 응봉동 265-165,02-2204-7970,시간제 + 거주자 주차장,127.0302,37.551205,,"(37.5572281, 127.0217653)","(37.551205, 127.0302)"
41,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,뚝도시장(구),성동구 성수동2가 335-60,02-461-0484,시간제 주차장,127.05436092,37.53779303,,"(37.5448144, 127.0524023)","(37.53779303, 127.05436092)"
42,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,성수역 3번출구 앞(구),성동구 성수동2가 276-5,02-2204-7970,시간제 주차장,127.05532171,37.54003122,,"(37.5448144, 127.0524023)","(37.54003122, 127.05532171)"
43,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,KT성수분국 앞(구),성동구 성수동2가 277-43,-,시간제 주차장,127.06239947,37.54673908,,"(37.5448144, 127.0524023)","(37.54673908, 127.06239947)"
44,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-25(구),성동구 성수동2가 277-43,02-2204-7970,시간제 + 거주자 주차장,127.0620746,37.54594249,,"(37.5448144, 127.0524023)","(37.54594249, 127.0620746)"
45,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-23(구),성동구 성수동2가 280-25 ,02-2204-7970,시간제 + 거주자 주차장,127.06265,37.547384,,"(37.5448144, 127.0524023)","(37.547384, 127.06265)"
46,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-04(구),성동구 성수동2가 300-15 ,02-2204-7970,시간제 + 거주자 주차장,127.05395,37.54588,,"(37.5448144, 127.0524023)","(37.54588, 127.05395)"
47,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-21(구),성동구 성수동2가 279-1,02-2204-7970,시간제 + 거주자 주차장,127.0632905,37.54592662,,"(37.5448144, 127.0524023)","(37.54592662, 127.0632905)"
48,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-14(구),성동구 성수동2가 278-32,02-2204-7970,시간제 + 거주자 주차장,127.059928,37.54626992,,"(37.5448144, 127.0524023)","(37.54626992, 127.059928)"
49,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-01(구),성동구 성수동2가 284-109,02-2204-7970,시간제 + 거주자 주차장,127.05265,37.54881,,"(37.5448144, 127.0524023)","(37.54881, 127.05265)"
50,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-03(구),성동구 성수동2가 289-279 ,02-2204-7970,시간제 + 거주자 주차장,1273.053655,37.54811,,"(37.5448144, 127.0524023)","(37.54811, 1273.053655)"
51,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-02(구),성동구 성수동2가 284-68 ,02-2204-7970,시간제 + 거주자 주차장,127.0522,37.54745,,"(37.5448144, 127.0524023)","(37.54745, 127.0522)"
52,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-11(구),성동구 성수동2가 278-3 ,02-2204-7970,시간제 + 거주자 주차장,127.05974,37.54767,,"(37.5448144, 127.0524023)","(37.54767, 127.05974)"
53,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-22(구),성동구 성수동2가 496-1,02-2204-7970,시간제 + 거주자 주차장,127.05299191,37.536742262,,"(37.5448144, 127.0524023)","(37.536742262, 127.05299191)"
54,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-10(구),성동구 성수동2가 277-54,02-2204-7970,시간제 + 거주자 주차장,127.0580284,37.54486,,"(37.5448144, 127.0524023)","(37.54486, 127.0580284)"
55,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-43(구),성동구 성수동2가 301-80,02-2204-7970,시간제 + 거주자 주차장,127.05155253,37.545253598,,"(37.5448144, 127.0524023)","(37.545253598, 127.05155253)"
56,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-02(구),성동구 성수동2가 333-139,02-2204-7970,시간제 + 거주자 주차장,127.05207445,37.5399874,,"(37.5448144, 127.0524023)","(37.5399874, 127.05207445)"
57,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 20-26(구),성동구 성수동2가 314-8 ,02-2204-7970,시간제 + 거주자 주차장,127.05576,37.54396,,"(37.5448144, 127.0524023)","(37.54396, 127.05576)"
58,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-44(구),성동구 성수동2가 314-8 ,02-2204-7970,시간제 + 거주자 주차장,127.054748,37.544351,,"(37.5448144, 127.0524023)","(37.544351, 127.054748)"
59,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-41(구),성동구 성수동2가 639-0,02-2204-7970,시간제 + 거주자 주차장,127.05436348,37.535006698,,"(37.5448144, 127.0524023)","(37.535006698, 127.05436348)"
60,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-41(구),성동구 성수동2가 276-4 ,02-2204-7970,시간제 + 거주자 주차장,127.0617286,37.54238691,,"(37.5448144, 127.0524023)","(37.54238691, 127.0617286)"
61,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-16(구),성동구 성수동2가 330-4,02-2204-7970,시간제 + 거주자 주차장,127.05611228,37.53924344,,"(37.5448144, 127.0524023)","(37.53924344, 127.05611228)"
62,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-37(구),성동구 성수동2가 590-1,02-2204-7970,시간제 + 거주자 주차장,127.05633759,37.536406212,,"(37.5448144, 127.0524023)","(37.536406212, 127.05633759)"
63,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-18(구),성동구 성수동2가 277-55 ,02-2204-7970,시간제 + 거주자 주차장,127.05992023,37.543988752,,"(37.5448144, 127.0524023)","(37.543988752, 127.05992023)"
64,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-11(구),성동구 성수동2가 268-0,02-2204-7970,시간제 + 거주자 주차장,127.0594829,37.53954343,,"(37.5448144, 127.0524023)","(37.53954343, 127.0594829)"
65,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-24(구),성동구 성수동2가 491-1,02-2204-7970,시간제 + 거주자 주차장,127.0520085,37.536772,,"(37.5448144, 127.0524023)","(37.536772, 127.0520085)"
66,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-13(구),성동구 성수동2가 272-41 ,02-2204-7970,시간제 + 거주자 주차장,127.06040855,37.5398846,,"(37.5448144, 127.0524023)","(37.5398846, 127.06040855)"
67,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-40(구),성동구 성수동2가 182-55,02-2204-7970,시간제 + 거주자 주차장,127.05757857,37.535495647,,"(37.5448144, 127.0524023)","(37.535495647, 127.05757857)"
68,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-12(구),성동구 성수동2가 269-16 ,02-2204-7970,시간제 + 거주자 주차장,127.0626034,37.5402268,,"(37.5448144, 127.0524023)","(37.5402268, 127.0626034)"
69,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-25(구),성동구 성수동2가 442-0,02-2204-7970,시간제 + 거주자 주차장,127.0520192,37.53602336,,"(37.5448144, 127.0524023)","(37.53602336, 127.0520192)"
70,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-32(구),성동구 성수동2가 301-31,02-2204-7970,시간제 + 거주자 주차장,127.05001,37.5451,,"(37.5448144, 127.0524023)","(37.5451, 127.05001)"
71,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-33(구),성동구 성수동2가 301-79 ,02-2204-7970,시간제 + 거주자 주차장,127.05194,37.54517,,"(37.5448144, 127.0524023)","(37.54517, 127.05194)"
72,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-48(구),성동구 성수동2가 273-60 ,02-2204-7970,시간제 + 거주자 주차장,127.05996,37.54192,,"(37.5448144, 127.0524023)","(37.54192, 127.05996)"
73,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-31(구),성동구 성수동2가 331-79,02-2204-7970,시간제 + 거주자 주차장,127.05680966,37.537312267,,"(37.5448144, 127.0524023)","(37.537312267, 127.05680966)"
74,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-26(구),성동구 성수동2가 403-4,02-2204-7970,시간제 + 거주자 주차장,127.05068886,37.53603613,,"(37.5448144, 127.0524023)","(37.53603613, 127.05068886)"
75,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-15(구),성동구 성수동2가 277-25,02-2204-7970,시간제 + 거주자 주차장,127.05994784,37.545517302,,"(37.5448144, 127.0524023)","(37.545517302, 127.05994784)"
76,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-34(구),성동구 성수동2가 302-34 ,02-2204-7970,시간제 + 거주자 주차장,127.05281,37.5438025,,"(37.5448144, 127.0524023)","(37.5438025, 127.05281)"
77,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 15-10(구),성동구 성수동2가 843-0,02-2204-7970,시간제 + 거주자 주차장,127.050655,37.540540794,,"(37.5448144, 127.0524023)","(37.540540794, 127.050655)"
78,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-38(구),성동구 성수동2가 590-1,02-2204-7970,시간제 + 거주자 주차장,127.05752849,37.536078669,,"(37.5448144, 127.0524023)","(37.536078669, 127.05752849)"
79,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-40(구),성동구 성수동2가 273-39 ,02-2204-7970,시간제 + 거주자 주차장,127.0599718,37.542154,,"(37.5448144, 127.0524023)","(37.542154, 127.0599718)"
80,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-45(구),성동구 성수동2가 317-2 ,02-2204-7970,시간제 + 거주자 주차장,127.058455,37.542425,,"(37.5448144, 127.0524023)","(37.542425, 127.058455)"
81,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-46(구),성동구 성수동2가 273-12,02-2204-7970,시간제 + 거주자 주차장,127.06314,37.5418,,"(37.5448144, 127.0524023)","(37.5418, 127.06314)"
82,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,성수2가3동(건물) 공영주차장(구),성동구 성수동2가 299-19,02-2204-7970,시간제 주차장,127.05519826,37.54913662,,"(37.5448144, 127.0524023)","(37.54913662, 127.05519826)"
83,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,성수2가1동(건물) 공영주차장(구),성동구 성수동2가 571-1,02-2204-7970,시간제 주차장,127.05619675,37.53716718,,"(37.5448144, 127.0524023)","(37.53716718, 127.05619675)"
84,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 18-05(구),성동구 성수동2가 289-201,02-2204-7970,시간제 + 거주자 주차장,127.0566173,37.5481675,,"(37.5448144, 127.0524023)","(37.5481675, 127.0566173)"
85,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유)  17-29(구),성동구 성수동2가 527-0,02-2204-7970,시간제 + 거주자 주차장,127.05373,37.53601,,"(37.5448144, 127.0524023)","(37.53601, 127.05373)"
86,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-33(구),성동구 성수동2가 234-1 ,02-2204-7970,시간제 + 거주자 주차장,127.05948901,37.5369498,,"(37.5448144, 127.0524023)","(37.5369498, 127.05948901)"
87,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-27(구),성동구 성수동2가 623-0,02-2204-7970,시간제 + 거주자 주차장,127.05213725,37.5356235,,"(37.5448144, 127.0524023)","(37.5356235, 127.05213725)"
88,성수동구두테마공원,성동구,성수동2가,37.5448144,127.0524023,공유) 17-18(구),성동구 성수동2가 269-236 ,02-2204-7970,시간제 + 거주자 주차장,127.0600289,37.53925655,,"(37.5448144, 127.0524023)","(37.53925655, 127.0600289)"
89,샛마을근린공원,강동구,명일동,37.5504807,127.1471618,명일동 공영주차장(시),강동구 명일동 47-9,-,시간제 주차장,127.15591212,37.55361065,,"(37.5504807, 127.1471618)","(37.55361065, 127.15591212)"
90,샛마을근린공원,강동구,명일동,37.5504807,127.1471618,공유) 주양쇼핑옆 주차장(구),강동구 명일동 47-21,-,시간제 + 거주자 주차장,127.15301263,37.55272125,,"(37.5504807, 127.1471618)","(37.55272125, 127.15301263)"
91,샛마을근린공원,강동구,명일동,37.5504807,127.1471618,주양쇼핑앞(구),강동구 명일동 51-1,-,시간제 + 거주자 주차장,127.15420013,37.55178222,,"(37.5504807, 127.1471618)","(37.55178222, 127.15420013)"
92,샛마을근린공원,강동구,명일동,37.5504807,127.1471618,15-가600구간(구),강동구 명일동 583-0,-,시간제 주차장,127.123802,37.530428,,"(37.5504807, 127.1471618)","(37.530428, 127.123802)"
93,샛마을근린공원,강동구,명일동,37.5504807,127.1471618,명일동(구),강동구 명일동 312-250,02-442-6124,시간제 주차장,127.14292219,37.55097027,,"(37.5504807, 127.1471618)","(37.55097027, 127.14292219)"
94,여의도근린공원,영등포구,여의도동,37.526129,126.922377,여의도공원앞1 노상주차장(구),영등포구 여의도동 2-11,02-2650-1436,시간제 주차장,126.91940173,37.52517917,,"(37.526129, 126.922377)","(37.52517917, 126.91940173)"
95,여의도근린공원,영등포구,여의도동,37.526129,126.922377,세우빌딩앞 노상주차장(구),영등포구 여의도동 10-0,02-2650-1436,시간제 주차장,126.92569656,37.53062851,,"(37.526129, 126.922377)","(37.53062851, 126.92569656)"
96,여의도근린공원,영등포구,여의도동,37.526129,126.922377,KBS별관뒤 노상주차장(구),영등포구 여의도동 4-5,02-2650-1436,시간제 주차장,126.92894138,37.51916189,,"(37.526129, 126.922377)","(37.51916189, 126.92894138)"
97,여의도근린공원,영등포구,여의도동,37.526129,126.922377,미래에셋빌딩 앞 노상주차장(구),영등포구 여의도동 45-0,02-2650-1436,시간제 주차장,126.92812155,37.51928308,,"(37.526129, 126.922377)","(37.51928308, 126.92812155)"
98,여의도근린공원,영등포구,여의도동,37.526129,126.922377,산업은행앞 노상주차장(구),영등포구 여의도동 16-0,02-2650-1436,시간제 주차장,126.91974711,37.52724415,,"(37.526129, 126.922377)","(37.52724415, 126.91974711)"
99,여의도근린공원,영등포구,여의도동,37.526129,126.922377,MBC방송국뒤 노상주차장(구),영등포구 여의도동 3-1,02-2650-1436,시간제 주차장,126.93006277,37.52488706,,"(37.526129, 126.922377)","(37.52488706, 126.93006277)"
100,여의도근린공원,영등포구,여의도동,37.526129,126.922377,KBS본관 앞 노상주차장(구),영등포구 여의도동 1-7,02-2650-1436,시간제 주차장,126.91659742,37.52687175,,"(37.526129, 126.922377)","(37.52687175, 126.91659742)"
101,여의도근린공원,영등포구,여의도동,37.526129,126.922377,국민일보사옥앞 노상주차장(구),영등포구 여의도동 12-0,02-2650-1436,시간제 주차장,126.92498477,37.52969769,,"(37.526129, 126.922377)","(37.52969769, 126.92498477)"
102,여의도근린공원,영등포구,여의도동,37.526129,126.922377,한국거래소앞 노상주차장(구),영등포구 여의도동 3-3,02-2650-1436,시간제 주차장,126.92800846,37.52221429,,"(37.526129, 126.922377)","(37.52221429, 126.92800846)"
103,여의도근린공원,영등포구,여의도동,37.526129,126.922377,여의도공원앞3 노상주차장(구),영등포구 여의도동 2-11,02-2650-1436,시간제 주차장,126.92387879,37.52796031,,"(37.526129, 126.922377)","(37.52796031, 126.92387879)"
104,여의도근린공원,영등포구,여의도동,37.526129,126.922377,진주아파트 옆 노상주차장(구),영등포구 여의도동 54-4,02-2650-1436,시간제 주차장,126.93362962,37.51811515,,"(37.526129, 126.922377)","(37.51811515, 126.93362962)"
105,여의도근린공원,영등포구,여의도동,37.526129,126.922377,호성빌딩 앞 노상주차장(구),영등포구 여의도동 4-4,02-2650-1436,시간제 주차장,126.92909816,37.52040012,,"(37.526129, 126.922377)","(37.52040012, 126.92909816)"
106,여의도근린공원,영등포구,여의도동,37.526129,126.922377,중소기업중앙회 앞 노상주차장(구),영등포구 여의도동 1-5,02-2650-1436,시간제 주차장,126.92162783,37.52840888,,"(37.526129, 126.922377)","(37.52840888, 126.92162783)"
107,여의도근린공원,영등포구,여의도동,37.526129,126.922377,여의도백화점 앞 노상주차장(구),영등포구 여의도동 3-5,02-2650-1436,시간제 주차장,126.92714807,37.52114707,,"(37.526129, 126.922377)","(37.52114707, 126.92714807)"
108,여의도근린공원,영등포구,여의도동,37.526129,126.922377,경호빌딩앞 노상주차장(구),영등포구 여의도동 25-0,02-2650 -1436,시간제 주차장,126.92629867,37.52347991,,"(37.526129, 126.922377)","(37.52347991, 126.92629867)"
109,여의도근린공원,영등포구,여의도동,37.526129,126.922377,가든예식장 앞 노상주차장(구),영등포구 여의도동 45-1,02-2650-1436,시간제 주차장,126.92820128,37.52005349,,"(37.526129, 126.922377)","(37.52005349, 126.92820128)"
110,여의도근린공원,영등포구,여의도동,37.526129,126.922377,KBS연구관앞 노상주차장(구),영등포구 여의도동 1-876,02-2650-1436,시간제 주차장,126.91588801,37.52722303,,"(37.526129, 126.922377)","(37.52722303, 126.91588801)"
111,여의도근린공원,영등포구,여의도동,37.526129,126.922377,KBS별관옆 노상주차장(구),영등포구 여의도동 4-4,02-2650-1436,시간제 주차장,126.93006627,37.51920439,,"(37.526129, 126.922377)","(37.51920439, 126.93006627)"
112,여의도근린공원,영등포구,여의도동,37.526129,126.922377,국민은행앞 노상주차장(구),영등포구 여의도동 15-22,02-2650-1436,시간제 주차장,126.91898609,37.5286178,,"(37.526129, 126.922377)","(37.5286178, 126.91898609)"
113,여의도근린공원,영등포구,여의도동,37.526129,126.922377,한진해운 앞 노상주차장(구),영등포구 여의도동 2-3,02-2650 -1436,시간제 주차장,126.92526446,37.52300728,,"(37.526129, 126.922377)","(37.52300728, 126.92526446)"
